학년	교과과정	교과영역구분	학수강좌번호	교과목명	교원명	수업캠퍼스	요일/시간	강의실	학점	이론	실습	공학설계	강의계획서	교과목해설	강의유형	강의종류	원어강의	강평결과	이수구분	강의미리보기	개설대학	개설학과/전공	비고	교과목영문명
1학년	공통교양	대학탐구	RGC1001-09	나의삶,나의비전	임윤서	서울	화7.0-7.5/15:00-16:00	201-222(사회과학/경영관 M215 강의실)	1	1	0	 0.0			이론				공교		행정및부속기관	다르마칼리지	P/F, 수강대상 학사제도및학업이수가이드 참조	My life, My Vision
1학년	공통교양	대학탐구	RGC1001-10	나의삶,나의비전	이준일	서울	화7.0-7.5/15:00-16:00	201-226(사회과학/경영관 M216 강의실)	1	1	0	 0.0			이론				공교		행정및부속기관	다르마칼리지	P/F, 수강대상 학사제도및학업이수가이드 참조	My life, My Vision
1학년	공통교양	대학탐구	RGC1001-11	나의삶,나의비전	문윤경	서울	금2.0-2.5/10:00-11:00	102-338(학술/문화관 K306 강의실)	1	1	0	 0.0			이론				공교		행정및부속기관	다르마칼리지	P/F, 수강대상 학사제도및학업이수가이드 참조	My life, My Vision
1학년	공통교양	대학탐구	RGC1001-12	나의삶,나의비전	이송이	서울	화7.0-7.5/15:00-16:00	407-207(정보문화관P P402 강의실)	1	1	0	 0.0			이론				공교		행정및부속기관	다르마칼리지	P/F, 수강대상 학사제도및학업이수가이드 참조	My life, My Vision
1학년	공통교양	대학탐구	RGC1001-13	나의삶,나의비전	이준일	서울	목7.0-7.5/15:00-16:00	201-222(사회과학/경영관 M215 강의실)	1	1	0	 0.0			이론				공교		행정및부속기관	다르마칼리지	P/F, 수강대상 학사제도및학업이수가이드 참조	My life, My Vision
1학년	공통교양	대학탐구	RGC1001-14	나의삶,나의비전	송혜령	서울	금2.0-2.5/10:00-11:00	202-571(사회과학/경영관 L501 강의실)	1	1	0	 0.0			이론				공교		행정및부속기관	다르마칼리지	P/F, 수강대상 학사제도및학업이수가이드 참조	My life, My Vision
1학년	공통교양	대학탐구	RGC1001-15	나의삶,나의비전	안윤정	서울	목7.0-7.5/15:00-16:00	407-203(정보문화관P P401 강의실)	1	1	0	 0.0			이론				공교		행정및부속기관	다르마칼리지	P/F, 수강대상 학사제도및학업이수가이드 참조	My life, My Vision
1학년	공통교양	대학탐구	RGC1001-16	나의삶,나의비전	문윤경	서울	목7.0-7.5/15:00-16:00	407-207(정보문화관P P402 강의실)	1	1	0	 0.0			이론				공교		행정및부속기관	다르마칼리지	P/F, 수강대상 학사제도및학업이수가이드 참조	My life, My Vision
1학년	공통교양	대학탐구	RGC1001-17	나의삶,나의비전	문윤경	서울	금3.0-3.5/11:00-12:00	201-226(사회과학/경영관 M216 강의실)	1	1	0	 0.0			이론				공교		행정및부속기관	다르마칼리지	P/F, 수강대상 학사제도및학업이수가이드 참조	My life, My Vision
1학년	공통교양	대학탐구	RGC1001-18	나의삶,나의비전	이송이	서울	금3.0-3.5/11:00-12:00	407-203(정보문화관P P401 강의실)	1	1	0	 0.0			이론				공교		행정및부속기관	다르마칼리지	P/F, 수강대상 학사제도및학업이수가이드 참조	My life, My Vision
1학년	공통교양	대학탐구	RGC1001-19	나의삶,나의비전	송혜령	서울	금3.0-3.5/11:00-12:00	407-207(정보문화관P P402 강의실)	1	1	0	 0.0			이론				공교		행정및부속기관	다르마칼리지	P/F, 수강대상 학사제도및학업이수가이드 참조	My life, My Vision
1학년	공통교양	대학탐구	RGC1001-20	나의삶,나의비전	채희원	서울	수4.0-4.5/12:00-13:00	501-142(학림관 J104 강의실)	1	1	0	 0.0			이론				공교		행정및부속기관	다르마칼리지	P/F, 수강대상 학사제도및학업이수가이드 참조	My life, My Vision
1학년	공통교양	대학탐구	RGC1001-21	나의삶,나의비전	채희원	서울	수5.0-5.5/13:00-14:00	501-142(학림관 J104 강의실)	1	1	0	 0.0			이론				공교		행정및부속기관	다르마칼리지	P/F, 수강대상 학사제도및학업이수가이드 참조	My life, My Vision
1학년	공통교양	대학탐구	RGC1001-22	나의삶,나의비전	김윤중	서울	수4.0-4.5/12:00-13:00	501-413(학림관 J414 강의실)	1	1	0	 0.0			이론				공교		행정및부속기관	다르마칼리지	P/F, 수강대상 학사제도및학업이수가이드 참조	My life, My Vision
1학년	공통교양	대학탐구	RGC1001-23	나의삶,나의비전	송혜령	서울	수4.0-4.5/12:00-13:00	501-316(학림관 J315 강의실)	1	1	0	 0.0			이론				공교		행정및부속기관	다르마칼리지	P/F, 수강대상 학사제도및학업이수가이드 참조	My life, My Vision
1학년	공통교양	대학탐구	RGC1001-24	나의삶,나의비전	김윤중	서울	수5.0-5.5/13:00-14:00	501-304(학림관 J311 강의실)	1	1	0	 0.0			이론				공교		행정및부속기관	다르마칼리지	P/F, 수강대상 학사제도및학업이수가이드 참조	My life, My Vision
1학년	공통교양	대학탐구	RGC1001-25	나의삶,나의비전	이준일	서울	수5.0-5.5/13:00-14:00	501-314(학림관 J314 강의실)	1	1	0	 0.0			이론				공교		행정및부속기관	다르마칼리지	P/F, 수강대상 학사제도및학업이수가이드 참조	My life, My Vision
1학년	공통교양	대학탐구	RGC1001-26	나의삶,나의비전	송혜령	서울	수5.0-5.5/13:00-14:00	501-316(학림관 J315 강의실)	1	1	0	 0.0			이론				공교		행정및부속기관	다르마칼리지	P/F, 수강대상 학사제도및학업이수가이드 참조	My life, My Vision
1학년	공통교양	대학탐구	RGC1001-27	나의삶,나의비전	이준일	서울	수4.0-4.5/12:00-13:00	501-415(학림관 J415 강의실)	1	1	0	 0.0			이론				공교		행정및부속기관	다르마칼리지	P/F, 수강대상 학사제도및학업이수가이드 참조	My life, My Vision
1학년	공통교양	대학탐구	RGC1001-28	나의삶,나의비전	문윤경	서울	금1.0-1.5/09:00-10:00	407-B105(정보문화관P P202 강의실)	1	1	0	 0.0			이론				공교		행정및부속기관	다르마칼리지	P/F, 수강대상 학사제도및학업이수가이드 참조	My life, My Vision
1학년	공통교양	대학탐구	RGC1001-29	나의삶,나의비전	안윤정	서울	화10.0-10.5/18:00-18:50	207-212(혜화관 212 212 강의실)	1	1	0	 0.0			이론				공교		행정및부속기관	다르마칼리지	P/F, 수강대상 학사제도및학업이수가이드 참조	My life, My Vision
1학년	공통교양	대학탐구	RGC1001-30	나의삶,나의비전	한미희	서울	수10.0-10.5/18:00-18:50	201-226(사회과학/경영관 M216 강의실)	1	1	0	 0.0			이론				공교		행정및부속기관	다르마칼리지	P/F, 수강대상 학사제도및학업이수가이드 참조	My life, My Vision
1학년	공통교양	대학탐구	RGC1001-31	나의삶,나의비전	문윤경	서울	목10.0-10.5/18:00-18:50	201-226(사회과학/경영관 M216 강의실)	1	1	0	 0.0			이론				공교		행정및부속기관	다르마칼리지	P/F, 수강대상 학사제도및학업이수가이드 참조	My life, My Vision
1학년	공통교양	대학탐구	RGC1001-32	나의삶,나의비전	문윤경	서울	월11.0-11.5/18:50-19:40	501-431(학림관 J401 강의실)	1	1	0	 0.0			이론				공교		행정및부속기관	다르마칼리지	P/F,글로벌무역학과전용,수강대상 학사제도및학업이수가이드 참조	My life, My Vision
1학년	공통교양	대학탐구	RGC1001-33	나의삶,나의비전	송혜령	서울	월11.0-11.5/18:50-19:40	501-250(학림관 J211 강의실)	1	1	0	 0.0			이론				공교		행정및부속기관	다르마칼리지	P/F,글로벌무역학과전용,수강대상 학사제도및학업이수가이드 참조	My life, My Vision
1학년	공통교양	시민	RGC1002-01	소통,미디어,윤리	홍유리	서울	월7.0-8.5/15:00-17:00	501-250(학림관 J211 강의실)	2	2	0				이론				공교		행정및부속기관	다르마칼리지	수강대상 학사제도및학업이수가이드 참조	Communication, Media & Ethics
1학년	공통교양	시민	RGC1002-02	소통,미디어,윤리	홍유리	서울	화5.0-6.5/13:00-15:00	501-250(학림관 J211 강의실)	2	2	0				이론				공교		행정및부속기관	다르마칼리지	수강대상 학사제도및학업이수가이드 참조	Communication, Media & Ethics
1학년	공통교양	시민	RGC1002-03	소통,미디어,윤리	홍유리	서울	수4.0-5.5/12:00-14:00	501-250(학림관 J211 강의실)	2	2	0				이론				공교		행정및부속기관	다르마칼리지	수강대상 학사제도및학업이수가이드 참조	Communication, Media & Ethics
1학년	공통교양	시민	RGC1002-04	소통,미디어,윤리	곽경수	서울	목11.0-12.5/18:50-20:30	207-233(혜화관 233 233 강의실)	2	2	0				이론				공교		행정및부속기관	다르마칼리지	글로벌무역학과전용,수강대상 학사제도및학업이수가이드 참조	Communication, Media & Ethics
1학년	공통교양	시민	RGC1003-01	지구,환경,공생	강윤재	서울	월7.0-8.5/15:00-17:00	501-203(학림관 J212 강의실)	2	2	0				이론				공교		행정및부속기관	다르마칼리지	수강대상 학사제도및학업이수가이드 참조	Earth, Environment, and Symbiosis
1학년	공통교양	시민	RGC1003-02	지구,환경,공생	강윤재	서울	수4.0-5.5/12:00-14:00	501-203(학림관 J212 강의실)	2	2	0				이론				공교		행정및부속기관	다르마칼리지	수강대상 학사제도및학업이수가이드 참조	Earth, Environment, and Symbiosis
1학년	공통교양	시민	RGC1003-03	지구,환경,공생	엄은희	서울	목5.0-6.5/13:00-15:00	501-203(학림관 J212 강의실)	2	2	0				이론				공교		행정및부속기관	다르마칼리지	수강대상 학사제도및학업이수가이드 참조	Earth, Environment, and Symbiosis
1학년	공통교양	시민	RGC1003-04	지구,환경,공생	한광희	서울	월10.0-11.5/18:00-19:40	102-357(학술/문화관 K303 강의실)	2	2	0				이론				공교		행정및부속기관	다르마칼리지	수강대상 학사제도및학업이수가이드 참조	Earth, Environment, and Symbiosis
1학년	공통교양	시민	RGC1004-01	다문화사회의삶	정지아	서울	화5.0-6.5/13:00-15:00	501-203(학림관 J212 강의실)	2	2	0				이론				공교		행정및부속기관	다르마칼리지	수강대상 학사제도및학업이수가이드 참조	Living in Multi-cultural Society
1학년	공통교양	시민	RGC1004-02	다문화사회의삶	신현탁	서울	목5.0-6.5/13:00-15:00	501-250(학림관 J211 강의실)	2	2	0				이론				공교		행정및부속기관	다르마칼리지	수강대상 학사제도및학업이수가이드 참조	Living in Multi-cultural Society
1학년	공통교양	시민	RGC1004-03	다문화사회의삶	정지아	서울	금1.0-2.5/09:00-11:00	501-250(학림관 J211 강의실)	2	2	0				이론				공교		행정및부속기관	다르마칼리지	수강대상 학사제도및학업이수가이드 참조	Living in Multi-cultural Society
1학년	공통교양	시민	RGC1004-04	다문화사회의삶	남근우	서울	목11.0-12.5/18:50-20:30	207-229(혜화관 229 229 강의실)	2	2	0				이론				공교		행정및부속기관	다르마칼리지	글로벌무역학과전용,수강대상 학사제도및학업이수가이드 참조	Living in Multi-cultural Society
1학년	공통교양	시민	RGC1005-01	사랑,우정,관용	박연희	서울	화5.0-6.5/13:00-15:00	102-311(학술/문화관 K310 강의실)	2	2	0				이론				공교		행정및부속기관	다르마칼리지	수강대상 학사제도및학업이수가이드 참조	Love, Friendship AND Tolerance
1학년	공통교양	시민	RGC1005-02	사랑,우정,관용	정지아	서울	수4.0-5.5/12:00-14:00	102-311(학술/문화관 K310 강의실)	2	2	0				이론				공교		행정및부속기관	다르마칼리지	수강대상 학사제도및학업이수가이드 참조	Love, Friendship AND Tolerance
1학년	공통교양	시민	RGC1005-03	사랑,우정,관용	박연희	서울	목5.0-6.5/13:00-15:00	102-311(학술/문화관 K310 강의실)	2	2	0				이론				공교		행정및부속기관	다르마칼리지	수강대상 학사제도및학업이수가이드 참조	Love, Friendship AND Tolerance
1학년	공통교양	시민	RGC1005-04	사랑,우정,관용	정지아	서울	화10.0-11.5/18:00-19:40	102-357(학술/문화관 K303 강의실)	2	2	0				이론				공교		행정및부속기관	다르마칼리지	수강대상 학사제도및학업이수가이드 참조	Love, Friendship AND Tolerance
1학년	공통교양	시민	RGC1006-01	민주주의와시장경제	이상호	서울	월7.0-8.5/15:00-17:00	102-315(학술/문화관 K311 강의실)	2	2	0				이론				공교		행정및부속기관	다르마칼리지	수강대상 학사제도및학업이수가이드 참조	Democracy and Market Economy
1학년	공통교양	시민	RGC1006-02	민주주의와시장경제	민윤지	서울	화5.0-6.5/13:00-15:00	102-315(학술/문화관 K311 강의실)	2	2	0				이론				공교		행정및부속기관	다르마칼리지	수강대상 학사제도및학업이수가이드 참조	Democracy and Market Economy
1학년	공통교양	시민	RGC1006-03	민주주의와시장경제	민윤지	서울	수4.0-5.5/12:00-14:00	102-315(학술/문화관 K311 강의실)	2	2	0				이론				공교		행정및부속기관	다르마칼리지	수강대상 학사제도및학업이수가이드 참조	Democracy and Market Economy
1학년	공통교양	글쓰기	RGC0004-01	작문과발표	김윤경	서울	월1.0-3.5/09:00-12:00	307-333(명진관 A305 강의실)	3	3	0				이론				공교		행정및부속기관	다르마칼리지	수강대상 학사제도및학업이수가이드 참조	Composition and Presentation
1학년	공통교양	글쓰기	RGC0004-02	작문과발표	김지오	서울	목5.0-7.5/13:00-16:00	307-333(명진관 A305 강의실)	3	3	0				이론				공교		행정및부속기관	다르마칼리지	수강대상 학사제도및학업이수가이드 참조	Composition and Presentation
1학년	공통교양	글쓰기	RGC0004-03	작문과발표	이승남	서울	금1.0-3.5/09:00-12:00	501-304(학림관 J311 강의실)	3	3	0				이론				공교		행정및부속기관	다르마칼리지	수강대상 학사제도및학업이수가이드 참조	Composition and Presentation
1학년	공통교양	글쓰기	RGC0004-04	작문과발표	이유기	서울	수10.0-12.5/18:00-20:30	207-233(혜화관 233 233 강의실)	3	3	0				이론				공교		행정및부속기관	다르마칼리지	수강대상 학사제도및학업이수가이드 참조	Composition and Presentation
1학년	공통교양	글쓰기	RGC0005-01	기술보고서작성및발표	성은희	서울	월1.0-3.5/09:00-12:00	407-224(정보문화관P P403 강의실)	3	3	0	 0.0			이론				공교		공과대학	건축공학부	수강대상 학사제도및학업이수가이드 참조	Writing Technical Report and Presentations
1학년	공통교양	글쓰기	RGC0005-02	기술보고서작성및발표	조미라	서울	월1.0-3.5/09:00-12:00	401-2166(신공학관(기숙사) 2166 강의실)	3	3	0	 0.0			이론				공교		공과대학	건축공학부	수강대상 학사제도및학업이수가이드 참조	Writing Technical Report and Presentations
1학년	공통교양	글쓰기	RGC0005-03	기술보고서작성및발표	이재섭	서울	월7.0-9.5/15:00-18:00	407-224(정보문화관P P403 강의실)	3	3	0	 0.0			이론				공교		공과대학	건축공학부	수강대상 학사제도및학업이수가이드 참조	Writing Technical Report and Presentations
1학년	공통교양	글쓰기	RGC0005-04	기술보고서작성및발표	김다위	서울	월7.0-9.5/15:00-18:00	401-2166(신공학관(기숙사) 2166 강의실)	3	3	0	 0.0			이론				공교		공과대학	건축공학부	수강대상 학사제도및학업이수가이드 참조	Writing Technical Report and Presentations
1학년	공통교양	글쓰기	RGC0005-05	기술보고서작성및발표	김우람	서울	월7.0-9.5/15:00-18:00	408-321(정보문화관Q Q301 강의실)	3	3	0	 0.0			이론				공교		공과대학	건축공학부	수강대상 학사제도및학업이수가이드 참조	Writing Technical Report and Presentations
1학년	공통교양	글쓰기	RGC0005-06	기술보고서작성및발표	김우람	서울	화5.0-7.5/13:00-16:00	407-224(정보문화관P P403 강의실)	3	3	0	 0.0			이론				공교		공과대학	건축공학부	수강대상 학사제도및학업이수가이드 참조	Writing Technical Report and Presentations
1학년	공통교양	글쓰기	RGC0005-07	기술보고서작성및발표	백용운	서울	화5.0-7.5/13:00-16:00	401-2166(신공학관(기숙사) 2166 강의실)	3	3	0	 0.0			이론				공교		공과대학	건축공학부	수강대상 학사제도및학업이수가이드 참조	Writing Technical Report and Presentations
1학년	공통교양	글쓰기	RGC0005-08	기술보고서작성및발표	김다위	서울	화5.0-7.5/13:00-16:00	408-321(정보문화관Q Q301 강의실)	3	3	0	 0.0			이론				공교		공과대학	건축공학부	수강대상 학사제도및학업이수가이드 참조	Writing Technical Report and Presentations
1학년	공통교양	글쓰기	RGC0005-09	기술보고서작성및발표	오명진	서울	목5.0-7.5/13:00-16:00	401-2166(신공학관(기숙사) 2166 강의실)	3	3	0	 0.0			이론				공교		공과대학	건축공학부	수강대상 학사제도및학업이수가이드 참조	Writing Technical Report and Presentations
1학년	공통교양	글쓰기	RGC0005-10	기술보고서작성및발표	김우람	서울	목5.0-7.5/13:00-16:00	408-321(정보문화관Q Q301 강의실)	3	3	0	 0.0			이론				공교		공과대학	건축공학부	수강대상 학사제도및학업이수가이드 참조	Writing Technical Report and Presentations
1학년	공통교양	글쓰기	RGC0005-11	기술보고서작성및발표	조미라	서울	금1.0-3.5/09:00-12:00	407-224(정보문화관P P403 강의실)	3	3	0	 0.0			이론				공교		공과대학	건축공학부	수강대상 학사제도및학업이수가이드 참조	Writing Technical Report and Presentations
1학년	공통교양	글쓰기	RGC0005-12	기술보고서작성및발표	손종석	서울	금1.0-3.5/09:00-12:00	401-2166(신공학관(기숙사) 2166 강의실)	3	3	0	 0.0			이론				공교		공과대학	건축공학부	수강대상 학사제도및학업이수가이드 참조	Writing Technical Report and Presentations
1학년	공통교양	글쓰기	RGC0005-13	기술보고서작성및발표	전영주	서울	금1.0-3.5/09:00-12:00	408-321(정보문화관Q Q301 강의실)	3	3	0	 0.0			이론				공교		공과대학	건축공학부	수강대상 학사제도및학업이수가이드 참조	Writing Technical Report and Presentations
1학년	공통교양	글쓰기	RGC0005-14	기술보고서작성및발표	전영주	서울	금8.0-10.5/16:00-18:50	401-2166(신공학관(기숙사) 2166 강의실)	3	3	0	 0.0			이론				공교		공과대학	건축공학부	수강대상 학사제도및학업이수가이드 참조	Writing Technical Report and Presentations
1학년	공통교양	글쓰기	RGC0005-15	기술보고서작성및발표	유보영	서울	금8.0-10.5/16:00-18:50	408-321(정보문화관Q Q301 강의실)	3	3	0	 0.0			이론				공교		공과대학	건축공학부	수강대상 학사제도및학업이수가이드 참조	Writing Technical Report and Presentations
1학년	공통교양	글쓰기	RGC1007-01	자기표현적글쓰기	김지오	서울	월2.5-3.5/10:30-12:00,금2.5-3.5/10:30-12:00	207-512(혜화관 512 512 강의실),207-512(혜화관 512 512 강의실)	3	3	0				이론				공교		행정및부속기관	다르마칼리지	수강대상 학사제도및학업이수가이드 참조	Expresive Writing
1학년	공통교양	글쓰기	RGC1007-02	자기표현적글쓰기	김지오	서울	월7.0-8.0/15:00-16:30,금8.0-9.0/16:00-17:30	207-512(혜화관 512 512 강의실),207-512(혜화관 512 512 강의실)	3	3	0				이론				공교		행정및부속기관	다르마칼리지	수강대상 학사제도및학업이수가이드 참조	Expresive Writing
1학년	공통교양	글쓰기	RGC1007-03	자기표현적글쓰기	김지오	서울	월8.5-9.5/16:30-18:00,금9.5-10.5/17:30-18:50	207-512(혜화관 512 512 강의실),207-512(혜화관 512 512 강의실)	3	3	0				이론				공교		행정및부속기관	다르마칼리지	수강대상 학사제도및학업이수가이드 참조	Expresive Writing
1학년	공통교양	글쓰기	RGC1007-04	자기표현적글쓰기	오태영	서울	화5.0-6.0/13:00-14:30,목5.0-6.0/13:00-14:30	207-512(혜화관 512 512 강의실),207-512(혜화관 512 512 강의실)	3	3	0				이론				공교		행정및부속기관	다르마칼리지	수강대상 학사제도및학업이수가이드 참조	Expresive Writing
1학년	공통교양	글쓰기	RGC1007-05	자기표현적글쓰기	오태영	서울	화6.5-7.5/14:30-16:00,목6.5-7.5/14:30-16:00	207-512(혜화관 512 512 강의실),207-512(혜화관 512 512 강의실)	3	3	0				이론				공교		행정및부속기관	다르마칼리지	수강대상 학사제도및학업이수가이드 참조	Expresive Writing
1학년	공통교양	글쓰기	RGC1007-06	자기표현적글쓰기	남진숙	서울	월1.0-2.0/09:00-10:30,금1.0-2.0/09:00-10:30	407-106(정보문화관P P303 강의실),407-106(정보문화관P P303 강의실)	3	3	0				이론				공교		행정및부속기관	다르마칼리지	수강대상 학사제도및학업이수가이드 참조	Expresive Writing
1학년	공통교양	글쓰기	RGC1007-07	자기표현적글쓰기	남진숙	서울	월2.5-3.5/10:30-12:00,금2.5-3.5/10:30-12:00	407-106(정보문화관P P303 강의실),407-106(정보문화관P P303 강의실)	3	3	0				이론				공교		행정및부속기관	다르마칼리지	수강대상 학사제도및학업이수가이드 참조	Expresive Writing
1학년	공통교양	글쓰기	RGC1007-08	자기표현적글쓰기	이유기	서울	월10.0-12.5/18:00-20:30	207-512(혜화관 512 512 강의실)	3	3	0				이론				공교		행정및부속기관	다르마칼리지	수강대상 학사제도및학업이수가이드 참조	Expresive Writing
1학년	공통교양	글쓰기	RGC1007-09	자기표현적글쓰기	김윤경	서울	수12.0-14.5/19:40-22:20	207-514(혜화관 514 514 강의실)	3	3	0				이론				공교		행정및부속기관	다르마칼리지	글로벌무역학과전용,수강대상 학사제도및학업이수가이드 참조	Expresive Writing
1학년	공통교양	글쓰기	RGC1008-01	실용적글쓰기	오태영	서울	월1.0-2.0/09:00-10:30,금1.0-2.0/09:00-10:30	407-105(정보문화관P P301 강의실),407-105(정보문화관P P301 강의실)	3	3	0				이론				공교		행정및부속기관	다르마칼리지	수강대상 학사제도및학업이수가이드 참조	Practical Writing
1학년	공통교양	글쓰기	RGC1008-02	실용적글쓰기	오태영	서울	월2.5-3.5/10:30-12:00,금2.5-3.5/10:30-12:00	407-105(정보문화관P P301 강의실),407-105(정보문화관P P301 강의실)	3	3	0				이론				공교		행정및부속기관	다르마칼리지	수강대상 학사제도및학업이수가이드 참조	Practical Writing
1학년	공통교양	글쓰기	RGC1008-03	실용적글쓰기	김윤경	서울	월7.0-8.0/15:00-16:30,금8.0-9.0/16:00-17:30	407-105(정보문화관P P301 강의실),407-105(정보문화관P P301 강의실)	3	3	0				이론				공교		행정및부속기관	다르마칼리지	수강대상 학사제도및학업이수가이드 참조	Practical Writing
1학년	공통교양	글쓰기	RGC1008-04	실용적글쓰기	김윤경	서울	월8.5-9.5/16:30-18:00,금9.5-10.5/17:30-18:50	407-105(정보문화관P P301 강의실),407-105(정보문화관P P301 강의실)	3	3	0				이론				공교		행정및부속기관	다르마칼리지	수강대상 학사제도및학업이수가이드 참조	Practical Writing
1학년	공통교양	글쓰기	RGC1008-05	실용적글쓰기	이은정	서울	화5.0-6.0/13:00-14:30,목5.0-6.0/13:00-14:30	407-105(정보문화관P P301 강의실),407-105(정보문화관P P301 강의실)	3	3	0				이론				공교		행정및부속기관	다르마칼리지	수강대상 학사제도및학업이수가이드 참조	Practical Writing
1학년	공통교양	글쓰기	RGC1008-06	실용적글쓰기	이은정	서울	화6.5-7.5/14:30-16:00,목6.5-7.5/14:30-16:00	407-105(정보문화관P P301 강의실),407-105(정보문화관P P301 강의실)	3	3	0				이론				공교		행정및부속기관	다르마칼리지	수강대상 학사제도및학업이수가이드 참조	Practical Writing
1학년	공통교양	글쓰기	RGC1008-08	실용적글쓰기	남진숙	서울	화10.0-12.5/18:00-20:30	202-387(사회과학/경영관 L305 강의실)	3	3	0				이론				공교		행정및부속기관	다르마칼리지	수강대상 학사제도및학업이수가이드 참조	Practical Writing
1학년	공통교양	글쓰기	RGC1008-09	실용적글쓰기	전영주	서울	수12.0-14.5/19:40-22:20	202-387(사회과학/경영관 L305 강의실)	3	3	0				이론				공교		행정및부속기관	다르마칼리지	글로벌무역학과전용,수강대상 학사제도및학업이수가이드 참조	Practical Writing
1학년	공통교양	글쓰기	RGC1009-01	논증적글쓰기	이유기	서울	월1.0-2.0/09:00-10:30,금1.0-2.0/09:00-10:30	102-362(학술/문화관 K305 강의실),102-362(학술/문화관 K305 강의실)	3	3	0				이론				공교		행정및부속기관	다르마칼리지	수강대상 학사제도및학업이수가이드 참조	Argumentative Wring
1학년	공통교양	글쓰기	RGC1009-02	논증적글쓰기	이유기	서울	월2.5-3.5/10:30-12:00,금2.5-3.5/10:30-12:00	102-362(학술/문화관 K305 강의실),102-362(학술/문화관 K305 강의실)	3	3	0				이론				공교		행정및부속기관	다르마칼리지	수강대상 학사제도및학업이수가이드 참조	Argumentative Wring
1학년	공통교양	글쓰기	RGC1009-05	논증적글쓰기	이승남	서울	화5.0-6.0/13:00-14:30,목5.0-6.0/13:00-14:30	102-362(학술/문화관 K305 강의실),102-362(학술/문화관 K305 강의실)	3	3	0				이론				공교		행정및부속기관	다르마칼리지	수강대상 학사제도및학업이수가이드 참조	Argumentative Wring
1학년	공통교양	글쓰기	RGC1009-06	논증적글쓰기	이승남	서울	화6.5-7.5/14:30-16:00,목6.5-7.5/14:30-16:00	102-362(학술/문화관 K305 강의실),102-362(학술/문화관 K305 강의실)	3	3	0				이론				공교		행정및부속기관	다르마칼리지	수강대상 학사제도및학업이수가이드 참조	Argumentative Wring
1학년	공통교양	글쓰기	RGC1009-07	논증적글쓰기	이승남	서울	수10.0-12.5/18:00-20:30	102-362(학술/문화관 K305 강의실)	3	3	0				이론				공교		행정및부속기관	다르마칼리지	수강대상 학사제도및학업이수가이드 참조	Argumentative Wring
1학년	공통교양	글쓰기	RGC1009-08	논증적글쓰기	이은정	서울	월2.5-3.5/10:30-12:00,금2.5-3.5/10:30-12:00	102-352(학술/문화관 K301 강의실),102-352(학술/문화관 K301 강의실)	3	3	0				이론				공교		행정및부속기관	다르마칼리지	수강대상 학사제도및학업이수가이드 참조	Argumentative Wring
1,2학년	공통교양	명작	RGC1014-01	지혜와자비명작세미나	김성옥	서울	월2.5-3.5/10:30-12:00,금2.5-3.5/10:30-12:00	407-121(정보문화관P P305 강의실),407-121(정보문화관P P305 강의실)	3	3	0				이론				공교		행정및부속기관	다르마칼리지		Great Books Seminar In Wisdom and Compassion
1,2학년	공통교양	명작	RGC1014-02	지혜와자비명작세미나	박보람	서울	월2.5-3.5/10:30-12:00,금2.5-3.5/10:30-12:00	102-217(학술/문화관 K210 강의실),102-217(학술/문화관 K210 강의실)	3	3	0				이론				공교		행정및부속기관	다르마칼리지		Great Books Seminar In Wisdom and Compassion
1,2학년	공통교양	명작	RGC1014-03	지혜와자비명작세미나	안필섭	서울	월2.5-3.5/10:30-12:00,금2.5-3.5/10:30-12:00	102-342(학술/문화관 K308 강의실),102-342(학술/문화관 K308 강의실)	3	3	0				이론				공교		행정및부속기관	다르마칼리지		Great Books Seminar In Wisdom and Compassion
1,2학년	공통교양	명작	RGC1014-04	지혜와자비명작세미나	박보람	서울	월7.0-8.0/15:00-16:30,금8.0-9.0/16:00-17:30	501-231(학림관 J201 강의실),501-231(학림관 J201 강의실)	3	3	0				이론				공교		행정및부속기관	다르마칼리지		Great Books Seminar In Wisdom and Compassion
1,2학년	공통교양	명작	RGC1014-05	지혜와자비명작세미나	김미숙	서울	월7.0-8.0/15:00-16:30,금8.0-9.0/16:00-17:30	102-342(학술/문화관 K308 강의실),102-342(학술/문화관 K308 강의실)	3	3	0				이론				공교		행정및부속기관	다르마칼리지		Great Books Seminar In Wisdom and Compassion
1,2학년	공통교양	명작	RGC1014-06	지혜와자비명작세미나	김성옥	서울	월8.5-9.5/16:30-18:00,금9.5-10.5/17:30-18:50	501-231(학림관 J201 강의실),501-231(학림관 J201 강의실)	3	3	0				이론				공교		행정및부속기관	다르마칼리지		Great Books Seminar In Wisdom and Compassion
1,2학년	공통교양	명작	RGC1014-07	지혜와자비명작세미나	김미숙	서울	월8.5-9.5/16:30-18:00,금9.5-10.5/17:30-18:50	102-342(학술/문화관 K308 강의실),102-342(학술/문화관 K308 강의실)	3	3	0				이론				공교		행정및부속기관	다르마칼리지		Great Books Seminar In Wisdom and Compassion
1,2학년	공통교양	명작	RGC1014-08	지혜와자비명작세미나	김미숙	서울	화5.0-6.0/13:00-14:30,목5.0-6.0/13:00-14:30	102-342(학술/문화관 K308 강의실),102-342(학술/문화관 K308 강의실)	3	3	0				이론				공교		행정및부속기관	다르마칼리지		Great Books Seminar In Wisdom and Compassion
